NU_INSCRICAO,IN_TREINEIRO
57675430692183424fe2fd2036746aaca881c7f5,False
3439ef85e8a7119f8827a4ad025255f020f0bda5,False
ae6a09319a2f0572da10a4db17b8b0dc3fdf1624,False
a0a27ee23ae3c6de661b2ff633634a561784a708,False
a423a600cf03691a46bee34f4fa0bb40d71f5e84,False
d255872cca2bc87cf0961246d32d4397d0ca4c16,False
8480bc4da5e6d437f6d4ff58c0b37abf8bd1485f,False
d6a8effa428cf9da24707ac52a7ca2ee50bc3e06,False
92b05490abb1b7e7f62b2f6130b0d595c6d7832a,False
c8c637fbde00814fe67ce2374db530e0e52d88d3,False
ef4e9a4fb538a02074c39a3c18b5f40b342bd7e0,False
f1c60061d88e762ead02a78b1803706d6a616a58,False
87a20a3f722a80393288989f4a50b4acc8117061,False
a4e32eee2c796fe69f96a1e0e100b33eee778898,False
2d445b8ea87d98d1f753139e511cd6327ffabaf6,False
fa01f388a73aaaaf0c4b353b1d11aaa445ac105d,False
62a50034578e568f71188d4d5317001595f3cc75,False
4208145b3e7a95c758b8f319046ad36484ff93ba,False
bd81a3e31480e4a150ae8466506905d20ff42555,False
0d2c3c8bbde084711dcf1fbbe7c13aa45a15a054,False
e7943ba4fcbf0ba91da4db0323d7bb1274275431,False
40b28beb2cd0fc6da2974bd2c5e289260652bc92,False
d464ffcf6308853d11c9032d2757b050526fa167,False
fc88aaae2444497fb91377c6ed516bffdd4f1c43,False
b3b8afedec8a34528511f537c91bdc33157a1ce8,False
2950c883d534273d28687ae261071bf5219d43e3,False
65acf95e4162dbb24b04d0abf10f18426a09a699,True
f3da003f8122ec686db5dad2d2312656b65b29de,True
54f59dfc56b90a7925bb2478e67d3f7a9be21c1d,False
eaa37494a1dfdaeace69e1200145a5f79193c133,False
ea8a939c55381ad585a38a4cc4a08f3835ed0665,False
fe39948b52907f7f01a8fc6eb68c9cd32e17b812,True
286676572145cdebf0493d1d85afef97e60d58ba,False
76ce6dc7ae0b0491f576aa2b021396bd98ea4f18,False
aa18540681032a401ff8c4b14925b89b309c4917,False
066efaf4a0e3fff567e30f94df40aed0f751fcdf,False
ec05e579cdfebfc8d25853ff1e462e00e5bbc557,False
416aa1b4fabe7aa0279929512b64cb11525ab186,False
41f6f92b859975748afac82fc466d1a550e7d3da,False
3471e4c7b975099edbee9e60d5d256ec088b816a,True
d4692fea3564c4fba95d2e44a112f42906088cf5,False
c05fc90506b6678357a7ed95c3868d6d79df12ad,False
eda5235b3b312f727f5da2ff99e106066e370bd5,False
feec9751cd845696b22ed9432a3f9889cbef126c,False
7887a04dbccda2157287dfa0611e7429641239df,False
84ed3d49bdc4f690655f230078d089f6f3c81f9d,False
961c0c85e3eca4ecf7195eaaa0f6e9b67b320f3e,False
63ca1b69547da51cf74a2e1012175208c51df54b,False
0a17aa84060d979eb58d1b70ec2467aef9b96f83,False
1e0c1306feb9d98c1dd259e90686071ee9935fba,False
027e9843b4a8b7e6001bd5584ae93c5149367a38,False
6ed9bd4acb15fb6b9369e20f12173ee8b9bf1799,False
6dd865d6778b6c0c2ffc0e0335d625664f43bc4b,False
52335833a6aebbe0073b373790ea5014ee11732c,False
cb12fa35fa84aeafdb5408d332225b1f50a0fa26,False
c50633074a2d24a6a59955d31577f101202f8fe5,False
018b088f9f935ca826fc23c724fddd470b45efab,True
b80791c3a7dc636186a23584a92278be48362e65,True
2eb83fce2aa285bddf4339118d2aef735b55be7d,False
db121b74b7d10b317411d618a74b1d231be772dc,False
c88625034b3ffbb35eafc12cae8525e27413f5dc,False
5b98e7226015a2910a520a25b91fdb78242cda93,False
f8fc2a65e10d762960a107685b79ce48358f15d1,False
3c97761d1d1e3452432b697c4f122347fbe65fe5,False
040304fd5caabd03af9dde54e60a554d277e1e7c,False
d4fea360366877262858137c34ab2f65f8428f9f,False
346434b45f5b309f92595d6e856d7b6af6a7c9b0,False
a8b6df6b878ca1ab4cfc89c008afa8d2a3366c66,False
e518391db6c700952261a72d41f162423cffccbf,False
475e761dcf5cfa9f79e617139ff85029583f017d,True
1745ab476b39149816c8c0cb2a8465d48e229e39,False
57ca363021a962d524f5e992b1512e7b662b8fbc,False
33efbdbc00809db1826f68ed6cdaaa8a43cbf99a,False
96d7888961e51a602dbe90f21a7b31ac2ca1546e,False
1ddafa4df841217f7144a224dead8cc2babcaf19,False
a5ca6816486b24bb4bf01a5cda3be07e7075768d,False
7d530fa66e4201dea7a5d1a0e6a946fce1602a5e,False
92ec62e048f852706eeeb7b4cc23840fc5f38fdb,False
1ca5f8061279aa08686f01a831f5307866fbf223,True
133cc7c7fa25311404535bf6967078a065df94ef,True
ce974d0779223f90ba4f08dc2ceb646bb94b6c9f,False
51f7183c8892e2fd902f9f80344ab2185d1460a5,False
538087965cf0f0d278235197351ca71f71fd4a0c,False
9711f97402e71f24bb080ee6d51fad5f975ce6ff,True
9a0bcb5695d0af45b2299d5f39f55b3e249e5f36,True
85ff0e10dc59f22571dc461897dd6ad6b88df1b0,False
b04908982873051b2b8b28513670d776a55eab41,False
906d6aa3fde21cde874f304f1239a37541f2fc57,False
e95276c2acfac8ad7d984a7f2696d50ac5e3f971,False
ba913d44c663f8ba1a9f47d6498f015fd2370001,False
b45cbeaa89c8e816c7bacef97753d29afed6b4c0,False
fd8014091e9e6ed6b92d5b85a9341b4595aed867,False
fb8d37e7e9111dd2943e81044366b56b74a20c96,False
d7438eb8b5fff06a600447246c889690640f5298,False
2e0b2c17ceffc2e4804da98f72a06016cb1c68db,False
d2b72a5b0366616d82724c334dc9cf0cd376ad8f,False
a24d506761a98d4e97be8aa9cdc48977d67fc3c9,False
9432403c25b0abf83945e87871fe594002f3e596,False
0672a47634619cc5e3653d7312e425f81ad1ce90,False
7c823dc5324c6f2377a85cb6707de7500f6cc203,False
c7cdbe25f5fd4c96b0718c287a9b99973b62a061,True
68c681723b93c29f7fb35736a30dba7858660132,False
9966066f1508087be263ce6d01fecebd59bad8c7,False
d2aeddd68132bca014f5a633a772e57a3b618053,True
75d3b58828c1eea3e4ad0470343128d806bb33c5,False
af39550aa90bf3333294213ebf8bef19189a7479,False
cdae1b020752eee6da48befa07dabcc584088664,False
f8feaecfdbd830b146a7785be6ecb04ad9c688a8,False
8a6d3138565e198f90a7afe5d2fa3481337b0ba9,False
56e3b7986ce6ad730086a09d1db828ce27d1fcfa,True
4f2759b0c8066dee9d673d61521b9a92883be8fb,False
39d396ae0a99dadadfe518c1b79a7cba55170307,False
8a6718fa1557e74b5cd9e6fc8acc3c929d7d0cbc,False
140fe7bcf227bfac3527f09a90055734c86089e1,False
2b8784f6f4244ef02a02520454291e7d53309ada,False
dd6f12b1828620447dfd34aa2c4512d432b6d49d,False
329d59f14378f576d23c2df5250f5cf5a3e20221,True
688476f189d17ed3656054c11ebeb437f2a8dafa,False
a76d41466a231c57e62eaacf1abc1988f2de4e63,False
20fdcf10501ed572c6cbd006edccbdfda7371463,False
f85b97a570f46a37f94a093a58b97c8cc94ff896,False
44628cc94fa2cf3e5c29740d9c4e5d9b4b42e378,False
ca2165fcabe4ba581f67b991ba0d1a4ad662f40c,False
a761d70741b06a5d41a0d5c0c0e94a75c34b4b88,False
256d5f98501ab606f279fb978624f677c075b8f3,True
3b73c46c35ca470da85e987b6efd16accf8c113b,False
b54388ca74dd03691fceb571d998181e6ce649f8,False
5fb70cdcfebbcb85bb65963d5b4545c07194f5f2,False
cb38bcba9e6ea691781198595b29cbcfcb81a332,False
f43b96caa17ad196d338734e1781669cb29b205c,False
ce412f23e2e1428fb5ea7e4cc2c9428ebd01d9a6,False
7c5b4ba263be3cb0ca5750f3e6fa2fa7ad9d2301,False
a8fc8665104a74175468aa3b6a8aa2baff3c69b9,True
61a0870f0b18625b3a4f12969f43f20a1e870875,False
e14fb7b2d636aa1b63c9cc76f9e26a975ff52518,False
3e37b1b4869328ac63abe300cd73debbb467a346,False
f6bdb9ab6a72df837e70e2383dbcb52da1cfc25f,False
7c69a03bbd5d95cf7497989b339390bb5a13673a,False
00c7fb9df68c51d0a784109f9945a66e9a558328,False
14dc9d00436cdacde4636734b508b3096076aea6,False
089f799e42f1c5783bbc177da6274e3747169ad8,False
9e040a9e13dec16b881f9d826b9a2527c7b7df78,False
31d973e6d02cdcbf2fd2ebba2a950158bdce847f,True
632ec15724ed43b573b6b940ca1f2caf1f49a5be,True
8323585cb76407b1674f40270423e43a84b63aeb,False
8d965879ce0e69ed9f80553e60542d5427c3a439,True
98e50cd56582fa5a9657f7a601a956a93ad2f2c4,True
c27794e54d598de9bb5f57121ca32bb2b71e39a0,False
6ae61f4a313ce366d904eda84f13506318027f5e,False
18b2afb50b281d6f37f3b0bcf7607546028fb134,False
f445e63feeafeeb369e8c4bf8a6748427c2c4147,False
ad7f48c2979544aaf07e1c035234a74da9da0287,False
cf6266f75129fd1fcf926407bd910843d7ccbec2,False
b26e28f27a950e6e0c1860c6926c6ce47705091c,False
a2a6e450a913f29cbaf217d7ec1619194bebe67d,True
65b5daf5ded11f005f796c25c5c2f53dc733fa72,False
aefb90b4dba79ecfb13f302796f43072bc019f6e,False
081e16e40b9a67fe5303b127ff8f826e9d571a34,False
02df2777ea2981448dcf7d474fa75b3762ad780c,False
34c3f965742519f83fc47794bda398eb7a614bc4,False
37aa80fe77063e76bc351b429a95530d9ff8d4f8,False
aa6cfc967ede18e7b2aa86cfde73ea9f60b252ea,False
3174496a803f0ae6516d5c66e348f6b9e13d088a,False
1e38d7c95d7770d97cafe26046175d5498115090,True
03662dba94560db7cba05ea10760b6076afbb37d,False
cb35666aebc4e2365c13c467d86e1425cd04609a,False
a6000b90c10b8913aa7f13b0fd049e0345bfaed6,False
cc87e6beadbc751c39094b0a329ef4bf8b34a9ee,True
03c444519d3909f5cd1fe99248e0707809d2f6b4,False
ad35bd5b22b91c9d81b128b8ae818c03084356a1,False
df924b797caa5babdd38d3cf15ef3c4806bc77b9,False
537f96c220a85388fdc74b855d5c7e65aaf5281b,False
15e06c8dcd09a28bd8db791fe56a31664210e328,False
29bcaa97fc3c2d1e037b490d35eaf7daced4a45b,True
056505b3b0d2a0b9b44a5632fb8a247f0a6da26d,False
0f6a6c3cfb29fae5ccec06ec83986e8312035e2a,False
75637dedb45df41adf068e7c010ee97d6c026e45,False
a330866d15646f434c96732adceed422e2155e9f,False
7dabc472b8cb5014d77eafefcc4568c411229847,False
de813ec106c62a321b953ea6a2a160a0c5dadf0e,False
4941458f5ba67f27584983ae87a33ea4d60cbfaf,False
df08f39b58835286e2c81626fbc75a3dfa722226,False
30d84d8460aa23120fefd5bfdf47f821ab7b8034,False
7a2ddd0400a5c103d44985412e5ab347526ab935,False
f4c099a37e33ec586ce6114799c6a929506b9f01,False
7cd0093969ef530bcbc6d1b3f83d992fbfc90c9d,False
0f65e1cca8f7758a0ab413c671e39059b0282a04,False
c3b2d828c2ceac41dbd81ba1cafa7c439025f6d3,False
bbcd7fb7bf2ce4f6746f85303f4232a29e24356a,False
84faa6151321f07ce0f4551d0bd6fec9adf08554,False
921ac7fede5d47706176aee24c791ee4696e4b43,False
1f2a05cc2ec7222a0e09b8de97e5858a71d1a5fb,False
b249b775cf8cfb2f1c9dc327e28ac12602321144,False
ab6f2f4d43cd6f6a576b6d2f29da7e3a7cc626f2,False
cc9475345915e08071ff8e939aa1ffe36f3c9795,False
3da1bca6a384276ca1d7bf2afb098e2bf78d9389,False
e8eed79d69286f6ed5ebe8c291bd6cb870121d23,False
6b3d23c5a43fc6b206bbb3a4736547b59603d339,False
b3eefb1403b432d51be995829379963b88998962,False
d3eb2453d03d36b321eae833507db3ec4f81eb96,False
c03c1a4761f43e2a8e93e15886d91e2174bad443,False
ab03d8cd8439dd8b336ab306503b568a3376aa29,True
f7c7f7f324bc5d715c64953248143f19ab7ffeeb,False
509ce566ff6e168c4706ec7e2e26ca9f2c80960c,False
e2d9ecaf18f413092bc1c9190259a9c58b5c9c5e,False
d99c2a1398cc6931df92e17db19d9442a4820250,False
98b966941c8c64d3e478ff462193eee722d5f01f,False
bac239cb2b7f7dc3d3c6149c0c566688a62b5a03,False
01167f25b10388c9baa22fff6b260151c3d79b04,False
ca296b09986422b904b1c284567a3df8ef08fc2d,False
14c2dc4f0194f129fe3e68d5ef70493bfe397fae,False
6345bb545828c0fc984159b875e2d61ecf908313,True
b93f9bae498cd0a60a5cedbe1557e94c115882aa,False
7073578d6bb8ca38a0b449942745354a430a8fce,False
316e43c0c16f4ccb97a5036ef4bb5f02af503356,False
d52997d786d4a2fe490b3bc61f0cc2cc52d995b1,False
bf6e32e3d59e1897bdddc446a89a3ceb66312d1f,False
b620f2262d1ead22b4b1ca6cd37aba52e4cf0d7f,False
d185206119fd2038366690ada706bbf795528cc3,False
486decfe32b50c78099937791501aed488de9e45,False
ad277e071beb9a9655bf9adc678275cfb1f70a21,False
b51bb667086dee355e5f41c38789d0d4dad90d35,True
7a12e17e5110905d965d5074e598efe4ed9557d0,False
1e58b9d0dcdea532ba783e2d5c6f57bdf19f076f,False
a06c7cf64ed1f0a9d427b14e4b5d9ee9d1883ca0,False
da31b61bad21dc65055d49fa62c396c8a85cfd4e,False
ed702adf8ce20803098cf44cac8833f772d4cddc,False
3e27a9194ea5d238602a99b6d361275131a47053,False
ac740818b02e40eb94db83e868b554f5b6b5692e,True
23abc30245fa422dd8c34a7640d32993bc7b89c9,False
15f022df2e74ae046ec840f2158fabd045e7d998,False
028f50f2e945d46d49a64be8f1e00284e9afdaab,True
6b43fd02322b488745dc32c245c7941adcfc81f3,False
4d9cea310edb15050d16af00748d9e7a6d354f07,False
be03a62033df0e339d1821dfacd3fe7d5ddbe3d8,False
d344281913d659d6ded325615b9c3ca2d12ddeea,False
889385ffaaf0546c697fb4cc03ded2084948f5cd,True
de402f805ec62af3291d71ac7f4b04fa5a910b4c,False
26ef02a2411aabcfdf6c7f4f1497427c997e9f36,False
0ebc148df68977165d8a935ce1eb8ec0e4bd8aa3,False
3dc2cfd58fc456253178709ddd310cbcbc6660e0,False
b4455efa99b4330cece053ee591607dc3967178b,False
357cca734c49d95442504e650ebfd36dbd95b0f7,False
75af709eec2814c1f319306a7d9cd0e42f43cdb9,False
7924defc9cd7aa7d704e32f2f6578c0258371a51,False
da311784c37fb0b8b0cf763e9fd5722fb4a4c686,False
36b3d26b6f6e2a7d0fb8ae20a73081a01ac607f8,False
75952d324f27223a6f72ef3eab422db19e81a666,True
3ebaa1d4eb1c6dfbe58b929e4c625a36ae5efda6,True
e4cd4b96ae472f11ea6ae66b4daae1b8c215906c,False
293c65274f178716924ffebec0d8d55c7bab2799,False
792b222992e5fdcb74f65ea27de7176d16e8bbea,False
c987ab170188a1f3793848d6136ced3c7a917bfe,False
dc39fc13826696e2b8826b6abf8324249e6cc7c6,False
b402df859652f1e5ed61442df850be2181295f16,True
0937d7470c89b10f6d4b321b5ead108179911b1b,False
b550a5c99bd3319641ca70ba6310c621e7620ac1,True
03a1660092245a8466360a11e388f9f7aa7eb9a5,False
84ff2e792aea170b04aa4201e8c21274b00baecb,True
d8acbeacb8b1436c075f32f990b36beabe32c84c,True
5ce5032db1b8bd39f226f6cd28b370cb352dde35,False
555a45349abe89129b586416a3a57c14f8f63d38,False
315f316dac849b05eafc742f0fb347734d2107b8,False
c76cc72921e1cad29abdd82cc1cb04c6fc9ecc5e,False
e24837edf6975aefc1f6233d6e9e80c154c45c99,True
e975029541e67cd4ad4d5ee6ed7857f623ddc34d,False
a0088765b94654572367520e46c06a6ba7e53135,False
379808ef36bfc5cb837d248946d743cd366dcffd,False
381e5ae8e9e1a6664134bee55a9035e538872ad6,False
4962eda0a5380e4e22d82047310fe8586bc33051,False
75683f7fe54cdf8e5e6fc3fb409767c7472c9b24,False
4c2dd05c6ca4a63098914d2ade91fcf9ca5b781c,False
3c1b29aecd3bc91b134dabb0aee9df021ccd9077,False
ac384362d7d335c5e8b1ff947148c4cb8f47beff,False
fd0190408e51a1761b46d1272a928348c8ff233a,True
07328831c84c99eae311462288b9557b56f1e355,False
2adbb6967bb14836e439e0549f76b313752a1574,False
44b701ad8a6fc3bab93ed55b6d83ff858b1e005f,False
f840c08fdeac3ac0f74d1dcb8273281575c03eac,False
ddd1998b8cc8d8c9d43470a6a9fe248f7b6e31da,False
f8175911c3eabc5f446e9ac7e267fd837c880495,False
f81e79731a9eb07830159ae3d6c56627ed4b2e3a,True
a6fd349f078feabb7aa3962fce3c138ce0354a30,False
c3a9888e35b6cbe2dda8c3181752a1472dbdd892,False
9dbcd8d488c85b6b4f60353391ffeac77bc39124,False
32c1cd6a041d48efc1abc4799a910e8025495f4f,True
6564ee8b25619455a6924ac0e6ed26d028d2142d,False
0fcbeb1cf6c02c765c54cea573d122d5bf0d1135,False
019225da0cb02cc2e4743b7e45d5711e9156fa8b,False
d1cbec73176447ce617dc234d4ecff03c92beb48,False
131286f89b2da4d2b39c6574790a100321328c88,True
71f42d43c9fb78162865a7275f4b9f8053fef4bc,False
f13ac6c5b7a0a3cb1adc6258f753c93382339bb4,False
3f9a4d6d3b627655ddfef435ea16784e3d8f6986,True
100ce7df8c4f0738cf564195e285d3605498c5be,False
ede26f8bfd9d3be61cbe7ab1acf8b58c1efda3f7,False
27aba3c9e7294bae01bcce7b81ef29a611e67303,False
f60bbafc64ab4ecd85c5ad6b4f3bd20915318f44,True
8fa4e9c56d4d53305eff9a886b3a56c8d5d5c332,True
384da4e69441cef5aced7d701b47bdc000e44949,True
370dc6f07f1ab8e98d45ebe49c58399c6448dfb3,False
ec0aa0b0968d9991bc47c47d7fe28d9cb10c1c1a,False
8d598b5315b74a864fd20c4a29c28a724ae0d700,True
3808f1a20cd6005aa0d4d9aae63ff79781945ad2,False
9d56c28f1d56bb1c2003b3c1df9ec886a8c65214,False
b7c0ab9c46eed8ee8ad34d69b06c5c440ff5fdcf,False
2df336f70a0a3db2c576566ac27e676f84e96e16,False
fca397c2896141e80f509c4439eb684d014d3e68,False
10f52e83890d24849b910ad88ddefd5d11197b13,True
49804c26319969583ee50af6c1b57316b5068f21,False
5fa9de6fc5baf16b6f51d7570317eee63bc7368e,False
c1632a0f75d9e41dcb017d26d24a4329c36d909a,False
4ed322286c8d4db75a3e137a1a7f9d7b8539555b,False
2b5df46834f8b43a4590b224b2bb98f8620effb8,True
a75330dbbd5942e5c0e61b1cf9df2794d520f191,False
4105e37a944bd459d469c38bb39fb6ea66c2fd91,False
8ee9dd43f57ae68be1bb0d81dd84617250f5f003,False
2882593e4c19e64e2e6a3d0ed391d74e6db678d0,False
db87633e1efbec531304668206e334b055e93f64,False
7b3d74adcaffada2e8141d79458a21703e3bca11,False
cf1ea8e47164309cc05e7098d5f180a536be3542,True
c343588937eee6216da2f5803346d0e3d775f064,False
bc6728d883536a9323fe5ff9c521d39c2f7e5bb3,False
bee87920a277f2b71d4010de3678c5104a0d196f,False
e145c454d0743d32b403f2fe799f0c8513a2d6a0,False
2682d6ab1d9e8a143e8d9d8641c29eda99fa93b7,False
2267c2478034e60080bee09a6ecaec041b4845d2,False
5916d038fa452553cab90dc78a22e8287d52a3b0,False
ae5e89dd0c16658201d5b3b9ab9277e73f0b5a89,False
d022efa3ffe001365ea7dc0ff9f260c75dfb1191,True
6b91f47342c70788f3462fd0c75b937be4e15c85,False
e68f4bcdf853639ec1a1f3c17e25fb89bc6c825e,False
0799a85a554f9218c0157d46175fe12b9f723e66,True
479812fdeb68995f2a470c030d18e3730f004a40,False
17ecda90d8a64eb7107f89ddb9b2a83558f2fec7,True
356eb160001e36f8057fbe14ff9953cd1c0c9eae,False
97dc381debb6b12dd4e8c377b823001b5885e61b,False
cb3ae7dc2860d9b709f27c8e3f972241fc3320e8,False
943ff76bb71d1f614e31dbcb67a9c055971b83af,False
32c71720e3e8ca089dca8dea917a8450584a988c,False
d5367ed041e7bccde316a842a412ae068fb028d6,False
e94c3db5866144c091c9fc8452974eddf40a1f35,False
b8af1a28993ffe125b73924aea976facd99ff8de,False
fe5b3922c349c96987f861fdbc22e216651bf88f,False
17820b260c60ac03006a0c79306ceaa634487a82,False
5f00e263d3141d72384e8f34a5cb91b08359039f,False
b58e055a4b81ce6568517b7d49f9608332c1e036,False
bea7e9119bcaa0cf4886228b238fe532cd3db365,False
ca40bfd513c08963fed418bcaa9e2edea88d39e5,False
9ffa7da0b3249e564df2e9c8836f7f2d01e4f8e3,False
ad288fbd898383615f6e6204d7e2806ef1a4aafd,False
a05eeb5f1b6d18c6913a22836226c18925d86cb9,False
f630bee1024d092a65d2d917bb713ee62cc03455,True
b011c1c501f8e8b0b0969133126bdf3046474a3a,False
e01c4c4ba1a596af2a49160ce9ddc69ca3aedb44,True
1d92829ba6f284fb1df6036dc779ad080cdacfd6,False
97442e1e06770acd98c10f886ab191762539368b,False
92206f4b8f91694a82fcb746402def289c4b07ec,False
9c92d1484d38016ac4400aba02c4f24299c80104,False
39621559cf8fbf9d78958fbc4cf8586f88e52c87,False
110db11ae749d4bc5489d99d492219ae966220be,False
20fab64e182b57056b27b59a35128207e974c7ef,False
a009bdcedf3d79badb1562eedad3d6efa6aaf824,False
5b7edb996cc333ee633119f8ee3b01bcaba61fee,False
1634632b9f0e5ac78c13bf4e4263c68c6b21845a,False
160d40237e2bf3c0388eb10665f505f29a31f176,False
4aedd16f71cd1188ffbc0e7dd6099636b4bb75c0,False
bca9c4f5bba5fae52323ff934fa4bcf7c84f4c48,False
cbf447acff084f2c21f3d4ca23596b4589e9c78b,False
5a7d2142b0f74e77da81811bc142caf443f4dc39,False
e17419045ee1048484a8eaba8dc10cbcaf633b47,False
3862da1c0f4e437dc5ef268f34e4ae37cc892690,True
9c72ee846e57df1b251109f366a427cf00d13be0,True
3bd7e25a2535ae036d0ed8d17513f3f05fee84ae,True
bd882ef581d055587b14846fe624717e450b9740,False
6f7ddd8cccc9bc7529ec3fb0cf9a12bcab022e8b,False
5580681512f1b8ba033fe61b6bdd4741872cade5,False
61a676ffd64d5061ed32d991a7fa347802816540,False
043b256b45dc01ccb0ccfd0e9af3f8099ae3ee36,False
1fabf88f07684eee7b359ca285eb4ac6e4849c6e,False
00e56845f01e48aeda498c15b4371d57c2ff58f1,False
4eb17f85e9ba576cee3bec15f7bb1ab6e7a66f72,False
12db8d391345d47bd87de9ae7d866f57c36469a2,False
a81b7f87ea9e090770556d2dae75d122a0661a45,False
ffbb6383a406b457a89bfec41b6a55cb036aeeda,False
dac6bbfb89fca95391e581d1498af0411e3f61c8,False
11b35dd41503cbef3ca9a7666de200b4090219bf,False
69b03f460a9c089cadc065440ab0346adb86d6df,False
77ad6edb393ac9ec94fede1d115b7c634cad3118,False
4aaffde5738d17fda4d09ce88aca0bffd8632b4f,True
d0df128173536615f95548c9f422c8de24f15c63,False
563d87ff8253982e7275d1d6c2351b6b3429f1c3,False
11d9a26f91ff887eaee59205242f9ffacb09de84,False
277d07a679b8ffefc2c416a5293aaaf095124c90,True
3f5df7eccf5079b35c34ec06fdcc2b703c1fce04,False
826654e8ba5a1076ad99d12d1dd9fa82013549e0,False
b968ec8272f8a355286e230e661e8b7b65a594f6,False
eccf95d0068fbdc82e2d026ac047268690a8f0c9,False
5bf259b836d0c00ec512df1cfded673226d22c82,False
dd6d1a63443bca3a6722c9edd1909cd28c10cba4,False
785e26189d2e4fa4fae60cd823e2b3366f965750,False
7f36093ececd9c7dfff79ebe5aadc8c41c2def11,False
e87cc64d6d1fef561a602e3ef49048a7089f752f,True
98f6812866902da54dde9e76906a63d5018d57b9,False
574405f8777568f31e8356623ee39eec709ade77,False
a5647e8487a1e93fac1f7401a6e1b5295b16c67a,False
f4e40ada33fb53a9a1836450e4ccf92ab03f9c9c,False
3a8f890319fc16870fd8241f92fe8a3fad0a5c7d,False
aad94cd897f00ecbf871b50dc9a5a2bfef2fee79,False
71470c5b54b4d1e17b84e86d367f2804de6403dd,False
238ee1d35e40e9c995f335b17a1a851e3924c0a6,False
78268ccbc7c900ca8a68a26e35b7b4f4322d835d,False
57634c933810b31c84f6af63269186c2775731c5,False
f9c04ba441393ea4e374effd82aeb477baceab26,False
15c1316ee305e061df5d3e21a9748d734edb02ae,True
e2a733ee98534f84f9f1e47326ce51b7bbfb2104,False
db14a84f17eb49557c9d64295a9f03eed2d3f11c,False
11e10623a14b000f963e3a531d75f9d47735fc33,False
ae2b43b81a8d7b694ee772899b327da6929e58f7,True
aca386f497ee8b016ea7a48d0b107faf4b19f224,True
2c054d9e03f5544c778a9e8df884b28e01384063,False
bf86710840110c5c1b2b7966b99f08789fd71844,False
013bf82c0999a986aaa81037afd55ddc817e2ebd,False
12fc49e156c800c768aba5edc1cad76e1f6b43b3,False
2f427a92df26ad210c91fe38cc08fd8ed4333d6e,False
73dc90567c6edd9bc8d3262c787ce1d578defc84,False
e6d81f62a2c15a5a5723ae46dff27dfcb8bb6b82,False
a9871144305a8d9e9ff3f5013989104d8186527c,False
65d38e6d7f954fe60c38fa42a335f91055885d2a,False
2a3cec46559da6481a0238b32f03e9d2068067f6,False
e4647a64d698f5b86fd5394e0573ef6b4cff118c,False
e6fe33bbad98f63fecb589b70b1ec5bae26f1704,False
6e28bc5aebdcc30c5d4b26101d974357d6fe141a,False
c6392caa95818f2a46ba8e18e8aaeb660deee2a4,False
da27330beab9dc41a14dbb5e248ad8b45ae90542,False
b1aa47bbd7a917f9d1a940e8aa7612caba7d1a76,False
e245c1c22b8ca4c32b14dc79a9b6dfbab547e3fc,False
53303d05953a6cf95cfcac6402a343ec92819054,False
37e4e1ba99b50036d772f128037803769782a541,False
70002ea6f91bf8ebca83340e1c20a4c90d24b88f,True
7d8f53a10200730dd1a177fb837e83acca751f76,False
fcdbb978ad40ada8b7e441e5bd3bee4e4c8fce30,False
fdc6bc7020b8e0bb8f410f3542c1b017bc93cdea,False
92f5fce5e000f66a6ae876a630a2dfe7b5f65743,False
e6d6a041e1084bf98ec3fd13964692ff11776df8,False
acc6e435ab17c0b08c6d4661c742832403542d31,False
7fe657407766d32133ae0f368328ac20a4de453e,False
0dc61b95ae3efa1aaf5dc069a5d97c58fcc9ed33,False
b40baeb07ae80115a9f23cdc215152388837e517,False
b276af31403ba4fdc9c015de4b59efe1400ea12b,False
5e5ba1af4ef35b865f11ae14607880fa20fa7ddc,False
0beba25b64f5d77ca8e20afda834d0065a52f552,False
ff5572947b5e3b47668a4f9c6bbf2be48de2b5b3,False
b4199684d6cfbddddc66100059f5071a1202d3f4,False
a95f8ea5bbb3accf93357a12a5343a21584df262,True
3ed7e486534928cfe6bf37851323fc4451eecb55,False
c3899553a88d72ade7cf7e74f40f3df7dca3d5f8,False
a6558754746df8cc13564955ce0752f31fdf2a2b,True
a9f650f77929bc8a4614272b2b7f20173d34ffd6,False
0842fa9894708b3fb5a4ec02e45f6a13c375a24f,False
b08165ddfeb7b4ae361178e6d2076be27e6371ed,False
8720f50ddc91256abe51cf14f15e45db658a22d8,False
5f5a6d7937aca02602757a9ac53d3301a703c437,False
ab6f4a5ce0fe2a9a91aab36a2f4d9992466b7030,False
017cbbd4e30e2c0cff352a54f97fdd4d028dc06e,False
2d99e9ddfc2b18b9db0727796605434ead4283b0,False
1bbfae4e8fc17002fa2d0e992cca7a7ad2e2279e,False
105b761f90a5c365f9626e17506140e24361393e,False
05cda1d1a34604ab9465500be01abde7468982b4,False
5ea2a4d5a89e7a6a4bb2ed518926a24a98565562,False
bd62f0b9d53016676d35bce61a764204c3091842,False
fe280353ae280c24329593beda7baeae66189876,False
4b2f4c9ac04cd3b9164ba7404e493a02b1a90907,False
e284e20e00b5ac97a45b3c221b35e0ceab0f99cc,False
a2d7ad386a8cef4094b77852912a6c9834513b5e,False
a038c46bebf08d9bfe68efa6c7d344f3845a0da6,False
53ed78e88802503a680e223ddb8e54d134d83b8f,False
e61d13d410600a310e0f0654798399577047befc,False
